gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Predicted Churn
1,0,0,0,0.1408450704225352,0,0,0,1,1,1,0,0,1,0.2203980099502487,0.0465958919916916,1,0,0,0,1,0,0,1,0,0,0
1,0,1,1,0.8309859154929577,1,0,0,0,0,0,0,0,1,0.0099502487562188,0.1251384721901685,0,0,1,0,0,1,0,1,0,0,0
0,1,0,0,0.647887323943662,1,1,0,1,0,1,0,0,0,0.4114427860696518,0.3156242787906761,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0.1408450704225352,1,0,0,0,1,1,0,1,0,0.464179104477612,0.0782887145165012,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,0.7746478873239437,1,1,0,1,0,0,1,1,0,0.8164179104477611,0.6457015924301869,0,1,0,0,1,0,0,1,0,0,0
1,1,1,0,0.3802816901408451,1,1,0,1,1,1,1,1,1,0.9213930348258706,0.3675975075005769,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.8450704225352113,1,0,1,1,0,1,1,1,1,0.6248756218905472,0.5456785137318255,1,0,0,0,0,1,0,0,0,1,0
0,0,1,1,0.4225352112676057,1,1,1,0,1,0,1,0,0,0.7940298507462686,0.3534848834525732,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0.1126760563380281,1,0,0,0,0,0,0,0,1,0.5199004975124378,0.0668243711054696,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,0.4788732394366197,1,1,1,1,0,0,0,1,1,0.7592039800995024,0.3861758596815139,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.0140845070422535,1,0,0,0,0,0,0,0,1,0.0139303482587064,0.0023078698361412,0,0,1,1,0,0,0,0,0,1,0
1,0,1,1,0.1549295774647887,1,0,0,0,0,0,0,0,0,0.0074626865671641,0.0247807523655665,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0.5676616915422885,0.006519732287099,0,1,0,1,0,0,0,0,0,1,1
1,1,0,0,0.0422535211267605,1,1,0,0,1,0,1,0,1,0.7059701492537314,0.0377798292176321,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.0074626865671641,2.3078698361412263e-05,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0.028169014084507,1,0,0,0,0,0,0,0,1,0.017412935323383,0.0049503807985229,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0,0.0,1,1,0,0,0,0,1,0,1,0.6711442786069651,0.0077198246018924,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.7183098591549296,1,0,1,1,0,0,1,0,1,0.4477611940298507,0.3835275790445419,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,0.056338028169014,1,0,0,0,0,0,0,0,0,0.0184079601990049,0.0076505885068082,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1.0,1,1,1,1,1,0,0,1,1,0.8049751243781095,0.8542926378952228,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,0.9859154929577464,1,1,1,1,1,1,1,1,0,0.7179104477611941,0.7672801753981076,1,0,0,0,0,1,0,0,1,0,0
0,0,1,0,1.0,1,1,1,0,1,1,1,1,1,0.9318407960199006,0.9291772444034156,0,1,0,0,0,1,0,1,0,0,0
0,0,1,1,0.6338028169014085,1,1,0,0,0,0,0,0,0,0.0661691542288556,0.1333948765289637,0,0,1,0,1,0,0,0,1,0,0
0,0,1,1,0.8732394366197184,1,1,1,1,1,0,1,1,0,0.6492537313432836,0.6249942303254097,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.4084507042253521,1,0,1,1,1,0,0,0,1,0.6572139303482587,0.2792291714747288,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.2721393034825871,0.0030925455804292,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0.1549295774647887,1,1,1,0,1,1,0,0,1,0.4318407960199004,0.0801927071313178,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0.2112676056338028,0,0,1,1,1,1,1,0,0,0.3641791044776119,0.1035483498730671,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.0422535211267605,1,1,0,0,0,1,0,1,0,0.4706467661691541,0.0252019386106623,1,0,0,1,0,0,0,0,0,1,1
0,0,1,0,0.7042253521126761,1,1,0,1,0,0,0,1,1,0.717412935323383,0.5303196399723056,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0.9014084507042254,1,0,0,0,0,0,0,0,1,0.0213930348258706,0.1610489268405262,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0,0.2112676056338028,1,0,0,0,0,1,0,0,1,0.5601990049751243,0.1328986845141934,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,0.0140845070422535,1,0,0,0,0,0,0,0,0,0.0169154228855721,0.003334871913224,0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.9154929577464788,1,1,0,0,0,0,0,0,1,0.5572139303482587,0.5585564274174937,0,1,0,0,1,0,1,0,0,0,0
0,0,0,0,0.6338028169014085,1,1,0,1,1,1,1,1,0,0.899502487562189,0.563627971382414,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,0.4366197183098592,1,1,1,0,1,1,1,1,1,0.908457711442786,0.4141703207939072,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,1.0,1,1,1,0,1,1,1,1,0,0.6805970149253732,0.7010673897992153,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,0.5211267605633804,1,0,1,0,1,1,1,1,0,0.6243781094527363,0.353807985229633,1,0,0,0,0,1,0,1,0,0,0
0,0,0,1,0.7042253521126761,1,0,0,0,0,1,0,0,0,0.2945273631840796,0.2697842141703208,1,0,0,0,1,0,0,1,0,0,0
0,0,1,1,1.0,1,1,1,1,1,1,1,1,0,0.9582089552238804,0.9562947149780752,0,1,0,0,0,1,1,0,0,0,0
1,1,1,0,0.9014084507042254,1,1,1,0,1,0,1,1,0,0.8656716417910447,0.7809369951534733,0,1,0,1,0,0,1,0,0,0,0
0,0,1,1,0.1126760563380281,0,0,0,1,0,0,0,0,1,0.1164179104477611,0.0265578121393953,1,0,0,1,0,0,0,0,1,0,1
1,0,1,1,0.1126760563380281,1,0,1,1,1,1,0,0,0,0.4651741293532337,0.0743422570966997,1,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0.9154929577464788,1,0,0,0,0,0,0,0,0,0.0228855721393034,0.1544311100853911,0,0,1,0,0,1,0,0,0,1,0
1,1,0,0,0.6056338028169015,1,1,1,1,1,0,1,1,1,0.9109452736318407,0.5586833602584814,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0,0.6901408450704226,1,1,0,0,1,1,0,1,0,0.5099502487562189,0.3922686360489268,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0.1971830985915492,1,1,0,0,0,0,0,0,0,0.3044776119402985,0.0706900530810062,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0.0985915492957746,0,0,0,0,0,0,0,0,1,0.0696517412935323,0.0193284098776829,1,0,0,1,0,0,0,1,0,0,1
1,1,0,0,0.9154929577464788,1,1,0,0,1,1,1,1,1,0.8417910447761193,0.8029021463189476,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0.7887323943661972,1,1,1,1,0,1,0,0,1,0.68955223880597,0.5615105008077544,0,1,0,1,0,0,1,0,0,0,0
1,0,0,0,0.0845070422535211,1,1,0,1,0,0,0,0,1,0.6,0.0581756288945303,0,1,0,1,0,0,1,0,0,0,1
0,1,1,1,0.1267605633802817,0,0,0,0,0,0,0,1,1,0.1621890547263681,0.0396722824832679,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0.8591549295774649,1,1,1,1,1,0,0,0,1,0.7343283582089551,0.6620124624971152,0,1,0,0,1,0,0,0,1,0,0
0,0,1,1,0.5492957746478874,1,0,0,0,1,0,1,0,1,0.6646766169154228,0.3850507731363951,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0,0.2676056338028169,1,0,0,0,0,0,0,0,0,0.0144278606965173,0.0447899838449111,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.0845070422535211,1,0,0,0,0,0,0,0,0,0.017412935323383,0.0137087468266789,0,0,1,1,0,0,1,0,0,0,0
1,0,1,0,0.3380281690140845,1,0,0,0,0,1,1,1,1,0.7651741293532338,0.2742787906762058,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0.3098591549295775,1,1,0,1,1,0,0,0,0,0.6567164179104478,0.2249365335795061,0,1,0,1,0,0,0,0,1,0,1
1,1,1,0,0.9154929577464788,1,1,0,1,1,0,1,1,0,0.8592039800995025,0.7847507500576968,0,1,0,0,1,0,0,1,0,0,0
1,1,0,0,1.0,1,1,0,1,1,1,1,1,0,0.9293532338308458,0.9144530348488346,0,1,0,0,0,1,0,0,1,0,0
0,1,1,0,0.676056338028169,1,1,0,1,0,0,0,1,0,0.7144278606965173,0.5225536579736902,0,1,0,1,0,0,0,1,0,0,1
0,1,1,1,0.5915492957746479,1,1,0,1,1,1,1,1,1,0.9203980099502488,0.5387837525963535,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0.6338028169014085,1,1,1,0,0,0,0,0,0,0.3656716417910447,0.2833083314101084,1,0,0,1,0,0,1,0,0,0,0
0,0,1,1,1.0,1,1,1,1,1,1,1,1,0,0.7124378109452736,0.7551465497345949,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,0,0.0208955223880596,0.0181744749596122,0,0,1,0,1,0,0,0,0,1,0
1,0,0,0,0.5492957746478874,0,0,1,0,0,1,1,1,1,0.3611940298507462,0.2558735287329794,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0.9014084507042254,1,1,0,1,1,0,1,1,1,0.8681592039800995,0.8039291483960305,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.4225352112676057,1,0,0,0,1,1,1,1,0,0.8079601990049752,0.3566928225248096,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0.943661971830986,1,1,1,1,1,1,0,0,0,0.5238805970149254,0.5645684283406416,1,0,0,0,0,1,0,1,0,0,0
0,1,1,1,0.7746478873239437,1,1,1,0,1,0,1,1,1,0.8587064676616915,0.6664954996538195,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,0.1267605633802817,1,1,0,0,0,0,0,1,1,0.6666666666666666,0.0965266558966074,0,1,0,1,0,0,0,0,1,0,1
0,0,1,1,0.943661971830986,1,1,0,0,0,0,0,0,0,0.0711442786069651,0.1847911377798292,0,0,1,0,0,1,1,0,0,0,0
1,0,1,1,0.5915492957746479,1,0,0,0,0,0,1,0,0,0.3771144278606965,0.2862335564274175,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.0,1,0,0,0,0,0,1,1,1,0.7094527363184079,0.0081640895453496,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,0.676056338028169,1,0,0,1,1,0,0,1,1,0.7124378109452736,0.4925455804292638,0,1,0,0,1,0,1,0,0,0,0
1,0,1,1,0.1971830985915492,1,1,0,0,0,0,0,0,1,0.0696517412935323,0.0433937225940457,0,0,1,1,0,0,0,0,1,0,0
0,1,1,0,0.2676056338028169,1,1,0,0,0,0,1,1,1,0.7592039800995024,0.2170378490653127,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.2731343283582089,0.0031040849296099,1,0,0,1,0,0,0,0,0,1,1
0,0,1,1,0.6901408450704226,1,1,0,0,1,1,1,0,1,0.5114427860696518,0.3950323101777059,1,0,0,0,1,0,0,0,1,0,0
1,1,0,0,0.0140845070422535,1,1,0,1,0,0,0,1,0,0.708955223880597,0.0164666512808677,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,0.323943661971831,1,0,0,0,0,0,0,0,0,0.5149253731343283,0.197761366258943,0,1,0,1,0,0,0,1,0,0,1
1,0,0,0,0.028169014084507,1,0,0,0,0,0,0,0,1,0.5104477611940298,0.0234825755827371,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0.5606965174129352,0.006438956842834,0,1,0,1,0,0,0,0,0,1,1
0,0,1,1,0.4788732394366197,1,0,0,0,0,0,0,0,0,0.0184079601990049,0.073447957535195,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.2253521126760563,1,1,0,0,0,0,0,0,0,0.0651741293532338,0.0526713593353334,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0,0.0985915492957746,1,0,0,0,0,0,0,0,0,0.0139303482587064,0.0167897530579275,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0,0.1267605633802817,1,0,0,0,0,1,1,1,1,0.7646766169154228,0.0976575121163166,0,1,0,1,0,0,0,1,0,0,1
0,0,1,1,0.943661971830986,1,1,1,1,1,1,1,1,1,0.7024875621890546,0.7055042695591969,1,0,0,0,0,1,0,1,0,0,0
0,0,1,0,0.619718309859155,1,0,1,1,1,0,1,1,0,0.6024875621890546,0.412958689129933,1,0,0,0,1,0,1,0,0,0,0
0,0,1,1,0.0140845070422535,1,0,0,0,0,0,0,0,0,0.0159203980099502,0.0019732287099007,0,0,1,0,1,0,0,0,0,1,0
0,0,1,0,0.5070422535211268,1,0,0,0,0,0,0,0,0,0.0208955223880596,0.0783348719132241,0,0,1,1,0,0,1,0,0,0,0
1,0,0,0,0.0422535211267605,0,0,0,0,0,0,0,0,1,0.0597014925373134,0.0089141472420955,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0.1267605633802817,1,0,0,0,0,0,0,0,0,0.2686567164179104,0.0472997922917147,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.017910447761194,0.0001442418647588,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0.9014084507042254,1,1,1,1,0,0,0,1,1,0.5104477611940298,0.5123874913454881,1,0,0,0,0,1,0,0,0,1,0
1,0,1,1,0.7887323943661972,1,0,0,0,0,0,0,0,0,0.0124378109452736,0.1325640433879529,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0.028169014084507,1,0,0,0,1,0,0,0,1,0.5621890547263682,0.0253057927532887,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0,0.0140845070422535,1,0,0,0,0,0,0,0,0,0.5114427860696518,0.0145799676898222,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.676056338028169,0,0,0,0,1,0,0,0,1,0.1189054726368158,0.1655088852988691,1,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0.0422535211267605,1,0,0,0,0,0,0,0,0,0.2726368159203979,0.0198765289637664,1,0,0,1,0,0,0,0,0,1,1
1,0,1,0,0.971830985915493,0,0,0,1,1,1,1,1,0,0.3935323383084577,0.4639395338102931,1,0,0,0,0,1,1,0,0,0,0
1,0,1,1,0.7323943661971831,1,0,0,0,0,0,0,0,1,0.0159203980099502,0.1177763674128779,0,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0.7323943661971831,1,1,0,0,0,0,0,0,0,0.072636815920398,0.1520078467574429,0,0,1,0,0,1,0,1,0,0,0
1,0,0,0,0.0,1,1,0,0,0,0,0,0,1,0.5651741293532337,0.0064908839141472,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0,0.295774647887324,1,1,0,0,0,0,0,0,1,0.0656716417910447,0.0547657512116316,0,0,1,1,0,0,0,1,0,0,0
0,1,0,0,0.7183098591549296,0,0,0,1,0,0,1,1,1,0.3074626865671641,0.2921878606046619,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0,0.9014084507042254,1,1,1,0,1,1,1,1,1,0.9164179104477612,0.8339891530117701,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,0.6619718309859155,1,1,0,0,0,0,0,0,0,0.0626865671641791,0.1367585968151396,0,0,1,0,1,0,1,0,0,0,0
1,0,0,0,0.0140845070422535,0,0,0,0,0,0,0,1,1,0.163681592039801,0.0050138472190168,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.028169014084507,1,1,0,1,1,0,1,1,0,0.8925373134328359,0.0340180013847219,0,1,0,1,0,0,0,0,0,1,1
0,0,1,0,0.619718309859155,1,1,0,1,0,0,0,0,0,0.6283582089552239,0.4335391183937225,0,1,0,1,0,0,1,0,0,0,1
0,0,1,1,0.0,1,0,0,0,0,0,0,1,0,0.6144278606965173,0.0070620816985922,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.8450704225352113,1,0,0,0,1,1,1,1,1,0.5527363184079601,0.5304927302100162,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.028169014084507,1,0,1,0,0,1,1,0,1,0.4592039800995025,0.0204073390260789,1,0,0,1,0,0,0,1,0,0,1
1,1,0,0,0.5492957746478874,1,1,0,0,1,1,1,1,1,0.8507462686567163,0.481144703438726,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.5258706467661691,0.0060350796215093,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,0.3149253731343283,0.0035887375951996,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.7042253521126761,1,1,0,0,0,0,0,0,1,0.06318407960199,0.1439649203784906,0,0,1,0,1,0,1,0,0,0,0
0,1,0,0,0.0140845070422535,1,0,1,0,0,0,0,0,1,0.308457711442786,0.0083429494576505,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0,0.7183098591549296,0,0,0,1,0,0,0,0,0,0.117910447761194,0.1851603969536118,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0.7042253521126761,1,1,0,0,0,0,0,1,0,0.6482587064676617,0.476650126932841,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.0218905472636815,0.0001903992614816,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0.4225352112676057,1,1,1,1,0,1,0,1,1,0.5671641791044776,0.2683706438956842,1,0,0,0,1,0,1,0,0,0,0
0,0,0,1,0.647887323943662,1,0,0,0,0,0,0,0,0,0.0228855721393034,0.1147299792291714,0,0,1,0,1,0,0,1,0,0,0
1,0,0,0,0.028169014084507,1,1,0,0,0,0,0,0,1,0.5656716417910447,0.0290676205861989,0,1,0,1,0,0,0,1,0,0,1
1,1,0,0,0.295774647887324,1,0,0,0,0,0,0,0,1,0.017910447761194,0.0459496884375721,0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0.0238805970149253,0.000213477959843,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0,1.0,1,1,0,1,1,1,1,1,1,0.6656716417910448,0.7266789753057927,1,0,0,0,0,1,1,0,0,0,0
0,0,1,1,0.028169014084507,1,0,0,0,1,0,0,0,1,0.317412935323383,0.0172340180013847,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1,0.647887323943662,1,0,0,1,0,0,1,0,1,0.663681592039801,0.461487422109393,0,1,0,0,1,0,1,0,0,0,0
0,0,1,1,1.0,1,1,1,0,1,1,0,0,1,0.4800995024875621,0.5530579275328872,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,0.9154929577464788,1,1,0,0,1,0,1,0,1,0.4482587064676616,0.4812947149780752,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.4788732394366197,1,1,0,0,0,0,1,0,0,0.645771144278607,0.3265231940918532,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.3943661971830986,1,1,0,0,0,0,0,1,1,0.6631840796019901,0.2881837064389568,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,0.0140845070422535,1,0,0,0,0,0,0,0,1,0.0228855721393034,0.0017078236787445,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0,0.0422535211267605,1,0,0,1,0,0,0,0,0,0.308457711442786,0.0218843757212093,1,0,0,1,0,0,0,0,0,1,1
1,0,0,0,0.3380281690140845,1,0,1,1,0,0,0,0,1,0.6129353233830845,0.2303888760673898,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,0.9014084507042254,1,0,1,1,0,1,0,0,1,0.4114427860696518,0.429379183014078,1,0,0,0,0,1,0,0,0,1,0
0,1,0,0,0.3661971830985915,1,1,0,1,0,1,1,1,1,0.8597014925373135,0.3398569120701592,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0,0.3943661971830986,1,0,0,0,1,0,0,0,1,0.5676616915422885,0.2590122317101315,0,1,0,1,0,0,0,1,0,0,1
0,0,1,1,0.3943661971830986,1,1,0,1,1,0,1,1,0,0.6154228855721392,0.2530579275328871,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0129353233830845,8.654511885529664e-05,0,0,1,1,0,0,0,0,0,1,0
1,0,1,0,0.2676056338028169,1,0,0,0,1,1,0,0,1,0.6243781094527363,0.1921186245095776,0,1,0,1,0,0,0,0,0,1,1
1,0,0,0,0.8028169014084507,1,1,0,0,0,0,0,0,1,0.0641791044776119,0.1731133164089545,0,0,1,0,0,1,0,1,0,0,0
1,0,0,1,0.1830985915492957,1,1,1,0,0,1,0,0,1,0.6741293532338308,0.1321543964920378,0,1,0,1,0,0,0,0,0,1,1
0,0,1,0,1.0,1,1,0,0,0,0,0,0,0,0.0711442786069651,0.1952573274867297,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,0.6338028169014085,1,1,1,0,0,0,1,0,1,0.7054726368159204,0.4877394414954997,0,1,0,1,0,0,0,1,0,0,1
1,0,1,0,0.9859154929577464,0,0,0,1,1,1,1,1,0,0.3980099502487562,0.4762404800369259,1,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0.4366197183098592,1,1,0,0,0,0,0,1,1,0.6706467661691543,0.3052734825755827,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,0.352112676056338,0,0,0,0,1,0,1,1,1,0.3194029850746268,0.145245788137549,1,0,0,1,0,0,0,1,0,0,1
0,1,1,0,0.943661971830986,1,1,0,0,1,0,0,0,1,0.617910447761194,0.6427994461112394,0,1,0,1,0,0,0,1,0,0,1
0,0,1,1,0.0140845070422535,1,0,0,0,0,0,0,0,0,0.0194029850746268,0.0018405261943226,0,0,1,0,1,0,0,0,0,1,0
0,0,1,1,0.8450704225352113,1,0,0,0,0,0,0,0,0,0.0228855721393034,0.1485287329794599,0,0,1,0,0,1,0,1,0,0,0
1,0,1,1,0.0422535211267605,1,1,0,0,0,0,0,1,1,0.6736318407960199,0.04183014078006,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.028169014084507,1,0,0,0,0,0,0,0,1,0.2696517412935323,0.0141587814447265,1,0,0,1,0,0,0,0,1,0,1
0,1,1,0,0.4507042253521127,1,1,0,0,0,0,1,1,1,0.7587064676616915,0.3561908608354489,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0,0.1126760563380281,1,0,0,0,0,0,0,0,1,0.0298507462686567,0.0214343411031617,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0.295774647887324,1,1,0,0,0,0,0,0,0,0.0796019900497512,0.0677475190399261,0,0,1,0,0,1,0,0,0,1,0
1,0,1,1,0.056338028169014,1,0,0,0,0,0,1,0,1,0.6228855721393034,0.038922224786522,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0,0.4084507042253521,1,1,1,1,1,0,0,0,0,0.7308457711442786,0.3161031617816755,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0,0.9014084507042254,1,1,0,1,1,1,0,1,1,0.5567164179104478,0.552371336256635,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0,0.619718309859155,1,1,0,0,1,1,0,0,1,0.6865671641791045,0.4526771290099238,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.056338028169014,1,0,0,0,0,0,0,0,0,0.0208955223880596,0.0085333487191322,0,0,1,1,0,0,0,0,0,1,0
0,0,1,1,0.3380281690140845,1,0,0,1,0,0,0,0,1,0.5696517412935324,0.2171993999538426,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,1.0,1,1,1,0,0,0,0,0,0,0.6049751243781094,0.6591160858527579,0,1,0,0,0,1,1,0,0,0,0
1,0,1,0,0.3661971830985915,1,1,0,0,1,0,0,1,0,0.7154228855721393,0.2774751903992615,0,1,0,1,0,0,1,0,0,0,1
0,0,1,1,0.4366197183098592,0,0,0,0,1,0,1,1,0,0.3218905472636816,0.188627971382414,1,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0.4084507042253521,1,1,0,1,1,1,1,1,0,0.9174129353233832,0.3817505192707131,0,1,0,0,1,0,0,1,0,0,0
0,0,1,0,0.971830985915493,1,0,1,1,1,1,0,1,0,0.8233830845771145,0.8154511885529656,0,1,0,0,0,1,0,1,0,0,0
0,1,0,0,0.5774647887323944,1,1,0,1,0,0,0,0,1,0.607960199004975,0.3837179783060235,0,1,0,1,0,0,1,0,0,0,1
1,1,1,0,1.0,1,1,1,1,1,1,1,1,1,0.7124378109452736,0.7706612047080545,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,0.647887323943662,1,1,1,0,1,1,0,0,1,0.4651741293532337,0.3301523194091853,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0.0140845070422535,1,0,1,0,1,0,0,0,1,0.618905472636816,0.0136510500807754,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,0.1267605633802817,1,1,1,0,0,0,1,1,0,0.7990049751243781,0.1142107085160396,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0.8450704225352113,1,1,0,0,0,0,0,0,1,0.0582089552238805,0.1768751442418647,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.056338028169014,1,0,0,0,0,0,0,0,1,0.2567164179104477,0.0211573967228248,1,0,0,1,0,0,0,1,0,0,1
1,1,1,0,1.0,1,1,0,1,1,1,1,1,1,0.9208955223880596,0.9073909531502424,0,1,0,0,0,1,0,1,0,0,0
0,1,1,1,1.0,1,1,1,1,1,1,1,1,1,0.9621890547263682,0.9436418186014308,0,1,0,0,0,1,1,0,0,0,0
1,1,0,0,0.028169014084507,1,0,0,0,1,0,0,0,0,0.5651741293532337,0.0212439418416801,0,1,0,1,0,0,0,0,0,1,1
0,0,1,0,0.6619718309859155,1,0,0,0,0,0,0,0,0,0.0099502487562188,0.096503577198246,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,0.8732394366197184,1,0,0,0,1,1,1,0,1,0.7144278606965173,0.6690745441957073,0,1,0,0,1,0,0,1,0,0,0
1,0,0,0,0.3661971830985915,1,0,1,1,0,0,0,0,1,0.3825870646766169,0.1885702746365105,1,0,0,1,0,0,0,0,0,1,1
0,0,1,1,0.971830985915493,1,0,1,1,1,0,1,1,1,0.6159203980099502,0.6440514654973459,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,0.0845070422535211,1,0,1,0,1,1,0,1,1,0.5283582089552238,0.0573447957535195,1,0,0,1,0,0,0,1,0,0,0
1,0,1,0,0.0140845070422535,1,0,1,1,0,0,1,0,0,0.717412935323383,0.0198130625432725,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,0.2676056338028169,1,1,0,0,1,0,1,1,1,0.7990049751243781,0.2104777290560812,0,1,0,1,0,0,0,0,1,0,1
